"business_id","name","address","city","state","postal_code","latitude","longitude","phone_number"
3861,"CINCO DE MAYO TAQUERIA & GROCERY","2426 SAN BRUNO AVE ","San Francisco","CA","94134","37.731788","-122.405381",""
3862,"IMPERIAL GARDEN SEAFOOD RESTAURANT","2626 SAN BRUNO AVE ","San Francisco","CA","94134","37.728458","-122.403991","+14155469666"
3864,"3RD STREET GRILL","695 03RD ST ","San Francisco","CA","94107","37.779063","-122.392952",""
3867,"BACCO","737 DIAMOND ST","San Francisco","CA","94114","37.751403","-122.436286","+14155284969"
3868,"BARNEY'S","4138 24TH ST ","San Francisco","CA","94114","37.751268","-122.434992","+14155287770"
3869,"SAFEWAY #739","3350 MISSION ST ","San Francisco","CA","94110","37.742998","-122.421638","+14155822866"
3870,"LA ALTENA","3346 MISSION ST ","San Francisco","CA","94110","37.743206","-122.421546","+14155648415"
3871,"CORONITAS","3326 MISSION ST ","San Francisco","CA","94110","37.743478","-122.421338","+14155284555"
3875,"MARINA SUPER","2323 CHESTNUT ST ","San Francisco","CA","94123","37.800124","-122.441497",""
3877,"BALBOA CAFE","3199 FILLMORE ST ","San Francisco","CA","94123","37.798835","-122.435894","+14155923944"
3881,"INTERNATIONAL HOUSE OF PANCAKES","2299 LOMBARD ST ","San Francisco","CA","94123","37.799434","-122.439067",
3885,"IZZY'S STEAK & CHOP HOUSE","3345 STEINER ST ","San Francisco","CA","94123","37.800384","-122.437864","+14155560487"
3888,"AZIZA RESTAURANT","5800 GEARY BLVD ","San Francisco","CA","94121","37.780308","-122.481692",""
3892,"PORTICO","245 MARKET ST #3","San Francisco","CA","94103","37.792875","-122.396728",""
3895,"CABLE CAR RESTAURANT","1040 COLUMBUS AVE ","San Francisco","CA","94133","37.803984","-122.415453",""
3896,"MCDONALDS","701 03RD ST ","San Francisco","CA","94107","37.778773","-122.392591",""
3898,"RISTORANTE UMBRIA","198 02ND ST ","San Francisco","CA","94105","37.786797","-122.398309",""
3899,"FIREWOOD CAFE","4248 18TH ST ","San Francisco","CA","94110","37.760788","-122.436913","+14155250999"
3902,"ST. FRANCIS MEMORIAL HOSPITAL - EMPLOYEES CAFETERIA","900 HYDE ST, 2ND FLOOR","San Francisco","CA","94109","37.789608","-122.417077",""
3910,"2001 THAI STICK","2001 FILLMORE ST ","San Francisco","CA","94115","37.788104","-122.433694","+14155886100"
3911,"BURGER KING","1690 VALENCIA ST ","San Francisco","CA","94110","37.745799","-122.420105","+14155251729"
3920,"BOSTON MARKET","2300 16TH ST ","San Francisco","CA","94103","37.765708","-122.409002","+14155867666"
3924,"SAN FRANCISCO SOUP COMPANY","221 MONTGOMERY ST ","San Francisco","CA","94104","37.791151","-122.402403",""
3926,"ESPETUS CHURRASCARIA, INC.","1686 MARKET ST ","San Francisco","CA","94102","37.773317","-122.421724",""
3929,"OPERA HOUSE - BASEMENT,LOWER LOUNGE","301 VAN NESS AVE ","San Francisco","CA","94102","37.778272","-122.420031","+14155251932"
3935,"LE COLONIAL, SF, LLC","20 COSMO PL ","San Francisco","CA","94109","37.788108","-122.412394",""
3936,"BOUDIN BAKERY","251 GEARY ST, BASEMENT (MACY'S)","San Francisco","CA","94102","37.787423","-122.407417",""
3939,"BISTRO BURGER","201 MISSION ST ","San Francisco","CA","94105","37.791718","-122.395092",""
3942,"BAY WATCH","2150 LOMBARD ST ","San Francisco","CA","94123","37.799727","-122.437264",""
3948,"MEL'S DRIVE-IN","833 MISSION ST ","San Francisco","CA","94103","37.78355","-122.405356","+14155220793"
3951,"KIRIN RESTAURANT","6135 GEARY BLVD ","San Francisco","CA","94121","37.779962","-122.485087",""
3953,"TRATTORIA PINOCCHIO","401 COLUMBUS AVE ","San Francisco","CA","94133","37.799036","-122.408426",""
3955,"PARAGON RESTAURANT & BAR","701 02ND ST ","San Francisco","CA","94107","37.780534","-122.390362",""
3956,"AMANTE","570 GREEN ST ","San Francisco","CA","94133","37.799588","-122.408514",""
3959,"HORNBLOWER - SANTA ROSA","PIER 3  THE EMBARCADERO","San Francisco","CA","94111","37.794551","-122.39319",""
3960,"GAP INC.","2 FOLSOM STREET","San Francisco","CA","94105","37.790793","-122.390218",""
3962,"CROSSROADS CAFE","699 DELANCEY ST","San Francisco","CA","94107","37.783014","-122.389081",""
3963,"EUREST DINING SERVICES","211 MAIN ST 9/F","San Francisco","CA","94105","37.790363","-122.393022",""
3972,"SEASONS BAR","757 MARKET ST 5/FL","San Francisco","CA","94103","37.786476","-122.404852",""
3982,"SLIM'S","333 11TH ST ","San Francisco","CA","94103","37.771501","-122.413439","+14155250333"
4025,"SING SING","309 HYDE ST ","San Francisco","CA","94109","37.783855","-122.415984",""
4037,"EDINBURGH CASTLE PUB","950 GEARY ST ","San Francisco","CA","94109","37.786059","-122.418952",""
4056,"FERRY PLAZA WINE MERCHANT","1 FERRY BUILDING  #23","San Francisco","CA","94111","37.795225","-122.39377",""
4057,"SF MARRIOTT BIN (FORMERLYATRIUM LOUNGE)","55 04TH ST ","San Francisco","CA","94103","37.784964","-122.404752",""
4068,"ROARING 20'S","552 BROADWAY ST ","San Francisco","CA","94133","37.797948","-122.406393",""
4071,"GINO AND CARLO INC","548 GREEN ST ","San Francisco","CA","94133","37.799656","-122.408166",""
4072,"HUSTLER CLUB","1031 KEARNY ST ","San Francisco","CA","94133","37.797545","-122.405455",""
4073,"CAPP'S CORNER II","1600 POWELL ST ","San Francisco","CA","94133","37.799428","-122.410608",""
4078,"SHANNON ARMS","915 TARAVAL","San Francisco","CA","94116","37.742972","-122.47584",""
4085,"HOCKEY HAVEN","3625 BALBOA ST ","San Francisco","CA","94121","37.775663","-122.49781",""
4108,"SAN FRANCISCO BELLE","PIER 3","San Francisco","CA","94111","37.797473","-122.39592","+14155948305"
4127,"CRESTA'S 2211 CLUB","2211 POLK ST ","San Francisco","CA","94109","37.797036","-122.422058",""
4140,"TITANIC LOUNGE AKA GANGWAY","841 LARKIN ST ","San Francisco","CA","94109","37.785713","-122.418094",""
4145,"FINAL FINAL","2990 BAKER ST ","San Francisco","CA","94123","37.798531","-122.445891",""
4152,"THE GLAS KAT","520 04TH ST ","San Francisco","CA","94107","37.779225","-122.397741",""
4158,"HOLIDAY INN FISHERMAN'S WHARF","1300 COLUMBUS AVE ","San Francisco","CA","94133","37.806115","-122.418525",""
4171,"SOUTH BEACH YACHT CLUB","PIER 40","San Francisco","CA","94107","37.78162","-122.387677",""
4184,"GLENEAGLES GOLF COURSE AT M P","2100 SUNNYDALE AVE ","San Francisco","CA","94134","37.714351","-122.424419",""
4209,"RITZ-CARLTON SF - BAKERY","600 STOCKTON ST 2ND FLOOR","San Francisco","CA","94108","37.791367","-122.407257",""
4231,"THE PAGE","298 DIVISADERO ST ","San Francisco","CA","94117","37.772194","-122.437154",""
4249,"CAFE DU SOLEIL","200 FILLMORE ST ","San Francisco","CA","94117","37.771368","-122.430248","+14155938637"
4257,"DELUXE","1509 HAIGHT ST ","San Francisco","CA","94117","37.769925","-122.447087","+14155556949"
4323,"DIVA'S","1081 3 ST ","San Francisco","CA","94109",,,"+14155473482"
4335,"ASIA SF LLC","201 09TH ST ","San Francisco","CA","94103","37.775025","-122.413093","+14155256789"
4372,"CLUB PUERTORRIQUENO OF SF INC.","3249A MISSION ST ","San Francisco","CA","94110","37.744901","-122.420273","+14150706215"
4400,"BOTTOM OF THE HILL","1233 17TH ST ","San Francisco","CA","94107","37.765117","-122.396135","+14150204876"
4412,"THE BUBBLE LOUNGE","714 MONTGOMERY ST ","San Francisco","CA","94111","37.795918","-122.403283",""
4416,"SWEETIE'S","475 FRANCISCO ST ","San Francisco","CA","94133","37.804685","-122.412971",""
4421,"CREPE CAFE","PIER 39  SPACE D-3","San Francisco","CA","94133","37.80824","-122.410189",""
4424,"OUTTA HERE","2130 FULTON ST ","San Francisco","CA","94117","37.775117","-122.452065",""
4425,"STARBUCKS COFFEE","1298 HOWARD ST ","San Francisco","CA","94103","37.775314","-122.412819","+14155567385"
4427,"ASAD MARKET","229 09TH ST ","San Francisco","CA","94103","37.774722","-122.406761",
4434,"NOE VALLEY BAKERY & BREAD CO.","4073 24TH ST ","San Francisco","CA","94114","37.751314","-122.433409","+14155551405"
4438,"DIANA MARKET #2","282 09TH ST ","San Francisco","CA","94103","37.774722","-122.406761","+14155863189"
4444,"JAMBA JUICE #138","74 NEW MONTGOMERY ST ","San Francisco","CA","94105","37.787838","-122.400998",""
4445,"MARTHA & BROS. COFFEE COMPANY","3868 24TH ST ","San Francisco","CA","94114","37.751638","-122.428952",""
4447,"FOOD EXPRESS","716 GRANT AVE ","San Francisco","CA","94108","37.793598","-122.406097",""
4449,"UNIVERSAL BAKERY INC.","3458 MISSION ST ","San Francisco","CA","94110","37.741317","-122.422687",""
4461,"COTTAGE MARKET","798 BUSH ST","San Francisco","CA","94108","37.790022","-122.410392",""
4462,"HOTWOK EXPRESS, INC","605 BATTERY ST ","San Francisco","CA","94111","37.796954","-122.400764",""
4465,"FREDDIE'S SANDWICHES","300 FRANCISCO ST ","San Francisco","CA","94133","37.805128","-122.410284",""
4469,"BOUDIN RESTAURANT","160 JEFFERSON  2ND FLOOR","San Francisco","CA","94133","37.808352","-122.415157",""
4474,"17TH & NOE MARKET","3900 17TH ST ","San Francisco","CA","94114","37.762638","-122.433242","+14155866337"
4475,"SPOT LIGHT MARKET","298 GUERRERO ST ","San Francisco","CA","94103","37.766424","-122.424311","+14155862778"
4476,"AFC SUSHI @ SAFEWAY 4601","145 JACKSON ST ","San Francisco","CA","94111","37.796984","-122.398887",""
4478,"AFC SUSHI @ SAFEWAY #1490","2300 16TH ST ","San Francisco","CA","94103","37.765708","-122.409002","+14155571120"
4479,"COURTNEY'S PRODUCE II","101 CASTRO ST ","San Francisco","CA","94114","37.767194","-122.435576","+14155621850"
4480,"STARBUCKS COFFEE","3995 24TH ST ","San Francisco","CA","94114","37.751413","-122.431629",
4481,"BI RITE MARKET","3639 18TH ST ","San Francisco","CA","94110","37.761483","-122.424688",""
4483,"NOE BAGEL","3933 TY ST ","San Francisco","CA","94114","37.751493","-122.430439",""
4487,"NEW WORLD MARKET","5641 GEARY BLVD ","San Francisco","CA","94121","37.780234","-122.479989",""
4492,"MOLLIE STONE'S GRAND CENTRAL MARKET (MEZZANINE LEVEL)","2435 CALIFORNIA ST ","San Francisco","CA","94115","37.788773","-122.434697","+14155564902"
4495,"GOLDEN GATE MEAT CO","1 FERRY BUILDING  #13","San Francisco","CA","94111","37.795225","-122.39377",""
4500,"CHURCH STREET GROCERY","300 CHURCH ST ","San Francisco","CA","94114","37.765878","-122.428815",""
4502,"LA LOMA PRODUCE #7","2695 SAN BRUNO AVE.","San Francisco","CA","94134","37.727739","-122.403579",""
4505,"VARIETY CONVENIENCE STORE","1546 MARKET ST ","San Francisco","CA","94102","37.774693","-122.419929","+14155892148"
4509,"AFC SUSHI @ SAFEWAY 1507","2020 MARKET ST ","San Francisco","CA","94114","37.768743","-122.427549","+14155867660"
4512,"BRANNAN STREET CAFE","274 BRANNAN ST ","San Francisco","CA","94107","37.782334","-122.391479","+14155546562"
4519,"HSS 121 CAFE","1600 HOLLOWAY AVE ","San Francisco","CA","94132","37.720851","-122.477084","+14155374525"
4530,"MOSCONE CENTER - MAIN KITCHEN","747 HOWARD ST ","San Francisco","CA","94103","37.784128","-122.401533",""
4531,"AK SUBS","397 08TH ST ","San Francisco","CA","94103","37.773884","-122.408631","+14155249600"
4532,"SHIKI","251 03RD ST ","San Francisco","CA","94103","37.784504","-122.399762",""
4533,"GOURMET DELIGHT","1045 STOCKTON ST ","San Francisco","CA","94108","37.795594","-122.408204",""
4534,"JAMBA JUICE CO","0152 KEARNY ST","San Francisco","CA","94108","37.789465","-122.403706",""
4535,"GUARDINO'S SOUVENIR & GIFT SHOP","2801 TAYLOR ST ","San Francisco","CA","94133","37.795202","-122.413169",""
4538,"LUCCA FOOD & WINE SHOP","1899 IRVING ST ","San Francisco","CA","94122","37.763457","-122.478198",""
4539,"PEET'S COFFEE & TEA","054 WEST PORTAL AVE","San Francisco","CA","94127","37.740283","-122.466459","+14155730375"
4542,"SHAWS SAN FRANCISCO","122 WEST PORTAL AVE ","San Francisco","CA","94127","37.739565","-122.467317",""
4544,"GENE'S LIQUOR","2201 TARAVAL ST ","San Francisco","CA","94116","37.742403","-122.48979",""
4545,"7-ELEVEN FOOD STORE","2000 OCEAN AVE ","San Francisco","CA","94127","37.7262","-122.464552","+14155587111"
4546,"LONDON MARKET & DELI","2901 SACRAMENTO ST ","San Francisco","CA","94115","37.788924","-122.440667","+14155346340"
4548,"STARBUCKS COFFEE","500 BEACH ST ","San Francisco","CA","94133","37.807048","-122.417704",""
4553,"RUTILY'S MARKET","1700 FILBERT ST ","San Francisco","CA","94123","37.799078","-122.427634",""
4555,"UNITED LIQUORS & DELI","2401 CHESTNUT ST ","San Francisco","CA","94123","37.799934","-122.442977",""
4558,"KING'S BAKERY","2846 MISSION ST","San Francisco","CA","94110","37.751356","-122.418414","+14155284550"
4559,"PACIFIC FOOD MART","2199 SUTTER ST ","San Francisco","CA","94115","37.785623","-122.436498","+14155612385"
4584,"KERY MARKET","648 ANDOVER ST ","San Francisco","CA","94110","37.735714","-122.416775",""
4586,"THE CAKE HOUSE","5169 MISSION ST ","San Francisco","CA","94112","37.716039","-122.441289",""
4588,"PICCOLO PETES","2155 BAYSHORE BLVD ","San Francisco","CA","94134","37.712686","-122.400903",""
4590,"TAQUERIA CAN-CUN  RESTAURANT","1003 MARKET ST ","San Francisco","CA","94103","37.78215","-122.410305","+14155866773"
4592,"E-Z STOP MARKET","2203 GENEVA AVE ","San Francisco","CA","94134","37.708356","-122.419989",""
4593,"BISCOFF COFFEE CORNER","PIER 39  SPACE Q2","San Francisco","CA","94133","37.80824","-122.410189",""
4594,"DOUBLE ROCK GROCERY","2830 INGALLS ST ","San Francisco","CA","94124","37.721141","-122.391223",""
4598,"RINCON MARKET","98 HOWARD ST ","San Francisco","CA","94105","37.791424","-122.392468",""
4607,"NEW GOLDEN DAISY","1041 STOCKTON ST ","San Francisco","CA","94108","37.795594","-122.408204",""
4608,"GOURMET KITCHEN","1051 STOCKTON ST ","San Francisco","CA","94108","37.795594","-122.408204",""
4610,"LIQUOR & DELI ON UNION SQUARE","423 STOCKTON ST","San Francisco","CA","94108","37.790034","-122.407104",""
4614,"SUN SANG MARKET","1205 STOCKTON ST ","San Francisco","CA","94133","37.796973","-122.408504",""
4618,"MARKET MAY FLOWER & DELI","985 BUSH ST ","San Francisco","CA","94109","37.789531","-122.413428",""
4620,"WELCOME SUPER MARKET","1141 FOLSOM ST ","San Francisco","CA","94103","37.776057","-122.408682","+14155437007"
4621,"LOUIE'S DIM SUM","1242 STOCKTON ST ","San Francisco","CA","94133","37.797256","-122.408456",""
4622,"HING LUNG COMPANY","1261 STOCKTON ST ","San Francisco","CA","94133","37.797465","-122.408605",""
4623,"YO YO'S","318 PACIFIC AVE ","San Francisco","CA","94111","37.797668","-122.401134",""
4627,"GUERRA QUALITY MEATS","490 TARAVAL","San Francisco","CA","94116","37.743278","-122.471171",""
4628,"GREAT HIGHWAY MARKET","3633 TARAVAL ST ","San Francisco","CA","94116","37.741714","-122.505229",""
4630,"ZANZE'S CHEESECAKE","2405 OCEAN AVE ","San Francisco","CA","94127","37.730139","-122.469855","+14155332264"
4634,"LOMBARD HEIGHTS MARKET","1877 STOCKTON ST ","San Francisco","CA","94133","37.803103","-122.409744",""
4636,"STARBUCKS COFFEE","3251 20TH AVE ","San Francisco","CA","94132","37.728497","-122.475639","+14155664956"
4637,"NOAH'S NEW YORK BAGELS #2937","028 WEST PORTAL AVE ","San Francisco","CA","94127","37.740587","-122.466153","+14155668443"
4638,"SUNSET BAKERY","1410 09TH AVE ","San Francisco","CA","94122","37.758941","-122.48591",""
4642,"VILLAGE MARKET","4555 CALIFORNIA ST ","San Francisco","CA","94118","37.784713","-122.466527",""
4643,"CHEUNG HING CHINESE DELI & MEAT INC","323 CLEMENT ST ","San Francisco","CA","94118","37.782993","-122.462709","+14155754259"
4650,"BALBOA BI-RITE MARKET","2449 BALBOA ST ","San Francisco","CA","94121","37.776243","-122.485239",""
4654,"HOUSE OF BAGELS","5030 GEARY BLVD ","San Francisco","CA","94118","37.780688","-122.473471",""
4656,"STARBUCKS COFFEE","120 04TH ST ","San Francisco","CA","94103","37.784247","-122.403989","+14155280579"
4661,"HAPPY DONUT","1455A MARKET ST ","San Francisco","CA","94103","37.775975","-122.418129","+14155258868"
4665,"7-ELEVEN #20473","2222 TARAVAL ST ","San Francisco","CA","94116","37.742448","-122.490032",""
4667,"EMPIRE THEATRE","085 WEST PORTAL AVE ","San Francisco","CA","94127","37.739883","-122.466749","+14155664950"
4668,"GOLDEN BEAR MARKET","1401 06TH AVE ","San Francisco","CA","94122","37.758941","-122.48591",""
4669,"7-ELEVEN","1388 46TH AVE ","San Francisco","CA","94122","37.760673","-122.505926",""
4670,"SUNSET SUPER","2801 VICENTE ST ","San Francisco","CA","94116","37.738333","-122.49728",""
4671,"MARCO POLO ITALIAN ICE CREAM","1447 TARAVAL ST ","San Francisco","CA","94116","37.742728","-122.481566",""
4672,"IRVING SEAFOOD MARKET","2130 IRVING ST ","San Francisco","CA","94122","37.763428","-122.480921",""
4678,"ANDRE-BOUDIN BAKERIES","399 10TH AVE ","San Francisco","CA","94118","37.781139","-122.468635",
4681,"SUBWAY","2516 NORIEGA ST ","San Francisco","CA","94122","37.753638","-122.490712",""
4683,"JAVA ON OCEAN","1700 OCEAN AVE ","San Francisco","CA","94112","37.724778","-122.460205","+14155336075"
4685,"NORMAN'S LIQUOR & DELI","733 RANDOLPH ST ","San Francisco","CA","94132","37.714204","-122.469193","+14155580088"
4686,"RICE GARDEN","1515 SLOAT BLVD","San Francisco","CA","94132","37.733944","-122.490438",""
4687,"MAN HING MARKET","1368 09TH AVE ","San Francisco","CA","94122","37.758941","-122.48591",""
4688,"MRS. FIELDS COOKIES","3251 20TH AVE 249","San Francisco","CA","94132","37.728497","-122.475639",""
4692,"FRIENDS LIQUOR","1758 FILLMORE ST ","San Francisco","CA","94115","37.785717","-122.433121","+14155343226"
4693,"HONEY BAKED","2190 GEARY BLVD ","San Francisco","CA","94115","37.783439","-122.439341",""
4694,"CONVENIENCE DELI & GROCERY","1201 LAGUNA ST ","San Francisco","CA","94115","37.782294","-122.427485",""
4700,"STEWART'S MARKET","2498 SUTTER ST ","San Francisco","CA","94115","37.785093","-122.441498","+14155471455"
4702,"SHUFAT MARKET","3807 24TH ST ","San Francisco","CA","94114","37.751664","-122.427688","+14155826207"
4703,"LA CANASTA TAKE-OUT","3006 BUCHANAN ST ","San Francisco","CA","94123","37.797667","-122.432196",""
4705,"GINO'S GROCERY COMPANY","2500 FILLMORE ST ","San Francisco","CA","94115","37.792598","-122.434537",""
4706,"SHERMAN MARKET","2606 FRANKLIN ST ","San Francisco","CA","94123","37.798434","-122.425566",""
4708,"GREEN STREET MARKET","1898 GREEN ST ","San Francisco","CA","94123","37.796828","-122.430234",""
4713,"JOCELYN'S BAKERY","3566 20TH ST ","San Francisco","CA","94110","37.758578","-122.420372","+14155581094"
4716,"MICHAELIS WINE & SPIRITS","2198 UNION ST ","San Francisco","CA","94123","37.797138","-122.435334","+14155925700"
4718,"MAY FLOWER MKT.","2498 FILLMORE ST ","San Francisco","CA","94115","37.792455","-122.434474",""
4723,"STARLIGHT MARKET","402 ELLIS ST ","San Francisco","CA","94102","37.784946","-122.412873",""
4729,"PARADISE COFFEE & DONUT","453 O'FARRELL ST ","San Francisco","CA","94102","37.785846","-122.412207",""
4732,"BREAD & BUTTER MARKET","888 O'FARRELL ST ","San Francisco","CA","94109","37.785068","-122.418983",
4734,"LUCCA DELICATESSEN","2120 CHESTNUT ST ","San Francisco","CA","94123","37.800568","-122.438354",""
4739,"LEE'S DELI","525 MARKET ST ","San Francisco","CA","94105","37.790697","-122.399563",""
4746,"LEE'S DELI","170 SPEAR ST ","San Francisco","CA","94105","37.791588","-122.39292",""
4753,"TAN'S CAFE III","155 FRANCISCO ST ","San Francisco","CA","94133","37.805286","-122.408075",""
4754,"NEW RUSSIAN HILL MARKET","1198 PACIFIC AVE ","San Francisco","CA","94133","37.795951","-122.414986",""
4755,"AUNT FANNY'S HOT PRETZELS","PIER 39  LOT 12","San Francisco","CA","94133","37.802479","-122.411234",""
4762,"CHOWDER HUT","2890 TAYLOR ST ","San Francisco","CA","94133","37.808616","-122.415779",""
4770,"SUSIE'S CAFE","603 07TH ST ","San Francisco","CA","94103","37.772894","-122.402972",""
4774,"BAYSIDE MARKET","120 BRANNAN ST ","San Francisco","CA","94107","37.78416","-122.389239","+14155220151"
4777,"SOUTH BEACH CAFE","800 EMBARCADERO ST ","San Francisco","CA","94107","37.781556","-122.388484",""
4780,"BRAINWASH CAFE","1122 FOLSOM ST ","San Francisco","CA","94103","37.776254","-122.408529","+14155863663"
4782,"CANTON DIM SUM HOUSE","655 FOLSOM ST 1/F","San Francisco","CA","94107","37.784557","-122.397932",""
4787,"TONY BALONEY'S","1098 HOWARD ST ","San Francisco","CA","94103","37.778033","-122.40943","+14155861514"
4789,"WHITCOMB  HOTEL- EMPLOYEES / BSMT CAFETERIA","1231 MARKET ST ","San Francisco","CA","94103","37.778357","-122.415182","+14155628000"
4791,"SOUTH PARK CAFE","108 SOUTH PARK ST ","San Francisco","CA","94107","37.781564","-122.394369",""
4794,"VICTOR'S","210 TOWNSEND ST ","San Francisco","CA","94107","37.778634","-122.393089","+14155607018"
4797,"GOOD LIFE GROCERY, THE","448 CORTLAND AVE ","San Francisco","CA","94110","37.739053","-122.416683","+14155643221"
4798,"M & M SHORTSTOP","2145 GENEVA AVE ","San Francisco","CA","94134","37.708427","-122.420353",""
4800,"NEW COLLEGE HILL MARKET","3798 MISSION ST ","San Francisco","CA","94110","37.736021","-122.424503",""
4801,"YICK'S LIQUOR","4701 MISSION ST ","San Francisco","CA","94112","37.72304","-122.436017","+14155582662"
4803,"SAN BRUNO SUPERMARKET","2480 SAN BRUNO AVE ","San Francisco","CA","94134","37.730527","-122.404861",""
4804,"SUBWAY #31419","2599 SAN BRUNO AVE ","San Francisco","CA","94134","37.728933","-122.40413","+14150540880"
4806,"WHITE PALACE LIQUOR & DELI","1524 SILVER AVE ","San Francisco","CA","94134","37.732344","-122.405852",""
4817,"BIG SAVE MARKET","5001 03RD ST ","San Francisco","CA","94124","37.733019","-122.391239",""
4819,"STARBUCKS COFFEE","398 MARKET ST ","San Francisco","CA","94111","37.791742","-122.398373",""
4824,"THE GAP CAFE","1 HARRISON ST ","San Francisco","CA","94105","37.789177","-122.388962","+14155292977"
4828,"SAY CHEESE","856 COLE ST ","San Francisco","CA","94117","37.766017","-122.449976",""
4837,"SAFEWAY STORE #985","2350 NORIEGA ST ","San Francisco","CA","94122","37.753718","-122.488821",""
4841,"STARBUCKS COFFEE","350 PARNASSUS AVE ","San Francisco","CA","94117","37.764027","-122.456159","+14155240256"
4842,"GEORGE'S ZOO","2560 SLOAT BLVD ","San Francisco","CA","94116","37.735488","-122.501599",
4843,"SUNNY COUNTRY FOODS","1101 STANYAN ST ","San Francisco","CA","94117","37.764384","-122.452584",""
4844,"SAFEWAY #909","730 TARAVAL","San Francisco","CA","94116","37.743191","-122.473903",
4846,"NORTH BEACH PIZZA","3054 TARAVAL ST ","San Francisco","CA","94116","37.742048","-122.499002",""
4849,"FAMILY MARKET","198 BROAD ST ","San Francisco","CA","94112","37.713219","-122.458851","+14155582458"
4850,"COOL GUYS","845 HOLLOWAY AVE ","San Francisco","CA","94112","37.721794","-122.461991","+14155451404"
4859,"7-ELEVEN STORE 2230-23342E","3080 SAN JOSE AVE ","San Francisco","CA","94112","37.709683","-122.457571","+14150999200"
4860,"PLAY FIELD CAFE","1 ZOO RD ","San Francisco","CA","94132","37.73017","-122.502535","+14155757132"
4864,"DRAGON CITY BAKERY & CAFE","2367 MISSION ST ","San Francisco","CA","94110","37.759174","-122.419066","+14155829718"
4868,"NABILA'S HAYES VALLEY HEALTH FOOD","559 HAYES ST ","San Francisco","CA","94102","37.776524","-122.425607",""
4873,"MEREB MARKET","698 GUERRERO ST ","San Francisco","CA","94110","37.760097","-122.423674",""
4874,"JUMP START COFFEE & GROCERY","1192 GUERRERO ST","San Francisco","CA","94110","37.752118","-122.422914","+14155647555"
4881,"STOP N SHOP","3000 MISSION ST ","San Francisco","CA","94110","37.748924","-122.418144","+14155550905"
4884,"LUCCA RAVIOLI CO","1100 VALENCIA ST","San Francisco","CA","94110","37.755177","-122.420995","+14155645581"
4892,"NIMERS MARKET","1601 FULTON ST ","San Francisco","CA","94117","37.776174","-122.443297",""
4893,"S & W MARKET","399 HAIGHT ST ","San Francisco","CA","94102","37.772323","-122.428627","+14155862346"
4894,"SUNRISE MARKET","688 HAIGHT ST ","San Francisco","CA","94117","37.771748","-122.433493",
4896,"BEN & JERRY'S HAIGHT-ASHBURY","1480 HAIGHT ST","San Francisco","CA","94117","37.770068","-122.446644",""
4900,"HOME SERVICE MARKET","1700 HAYES ST ","San Francisco","CA","94117","37.774148","-122.444633",""
4905,"SUPER SAM FOOD","691 MCALLISTER ST ","San Francisco","CA","94102","37.779639","-122.423352","+14155923449"
4906,"NEW STAR MARKET","269 14TH ST ","San Francisco","CA","94103","37.768274","-122.419299","+14155860723"
4907,"JIM GEORGIE'S DONUT","2799 16TH ST ","San Francisco","CA","94103","37.765262","-122.41523","+14155867112"
4914,"LA PALMA","2884 24TH ST ","San Francisco","CA","94110","37.752798","-122.409922",""
4917,"LA VICTORIA BAKERY","2937 24TH ST ","San Francisco","CA","94110","37.752373","-122.410876","+14155647120"
4920,"A B C MARKET","2801 BRYANT ST ","San Francisco","CA","94110","37.749612","-122.408789",""
4922,"EL FARO","2399 FOLSOM ST ","San Francisco","CA","94110","37.759054","-122.414656","+14155648090"
4923,"TED'S MARKET","1530 HOWARD ST ","San Francisco","CA","94103","37.772723","-122.41608",""
4932,"GOOD LUCK MARKET & DELI","621 KEARNY ST ","San Francisco","CA","94108","37.793882","-122.404704",""
4935,"LEBEAU'S NOB HILL MARKET","1263 LEAVENWORTH ST ","San Francisco","CA","94109","37.792854","-122.416114",""
4944,"FRENCH BAKERY","1101 TARAVAL ST ","San Francisco","CA","94116","37.742914","-122.478149",""
4947,"AVENUE FINE FOODS","1837 PACIFIC AVE ","San Francisco","CA","94109","37.794494","-122.425527","+14155294840"
4950,"CAFE IN THE PARK","801 FONT BLVD ","San Francisco","CA","94132","37.723112","-122.484058","+14155402104"
4952,"CHEVRON STATIONS INC. #1727","2998 SAN JOSE AVE ","San Francisco","CA","94112","37.711558","-122.45561","+14155581146"
4953,"K & D MARKET","3177 16TH ST ","San Francisco","CA","94103","37.764784","-122.423649","+14155628774"
4957,"SAFEWAY STORES INC #711","15 MARINA BL  ","San Francisco","CA","94123","37.805073","-122.433106","+14155564946"
4959,"THAT'S IT MARKET","2699 MISSION ST","San Francisco","CA","94110","37.753973","-122.418576","+14155289833"
4960,"THREE STAR RESTAURANT","2515 NORIEGA ST ","San Francisco","CA","94122","37.753583","-122.490839",""
4963,"CAL MART SUPERMARKET","3585 CALIFORNIA ST ","San Francisco","CA","94118","37.786453","-122.452807",""
4978,"ANGEL'S MARKET","1649 CASTRO ST","San Francisco","CA","94114","37.748214","-122.433746","+14155648309"
4982,"FRANKLIN MARKET","1528 FRANKLIN ST ","San Francisco","CA","94109","37.788658","-122.423627",""
4983,"YOUNG ELLIS PRODUCE","398 ELLIS ST ","San Francisco","CA","94102","37.784961","-122.412761",
4985,"SWEET MART","727 WASHINGTON ST ","San Francisco","CA","94108","37.795188","-122.405723",""
